compilador_flag,photons,time,pus,ins,ius
gcc_O1,65536, 0.129117, 0.507569, 1084852163, 8402.061593
gcc_O1,65536, 0.127904, 0.512386, 1084841282, 8481.711154
gcc_O1,65536, 0.126815, 0.516785, 1084892944, 8554.932366
gcc_O1,65536, 0.126742, 0.517082, 1084814061, 8559.237318
gcc_O1,65536, 0.128771, 0.508933, 1084851937, 8424.632401
gcc_O1,65536, 0.126989, 0.516075, 1084838360, 8542.752985
gcc_O1,65536, 0.126950, 0.516236, 1084844385, 8545.469853
gcc_O1,65536, 0.129552, 0.505866, 1083469189, 8363.194876
gcc_O1,65536, 0.130781, 0.501114, 1083459249, 8284.551385
gcc_O1,65536, 0.129058, 0.507802, 1083472902, 8395.221409
gcc_O1,65536, 0.126672, 0.517366, 1083449035, 8553.163487
gcc_O1,65536, 0.129975, 0.504222, 1083462820, 8335.957600
gcc_O1,65536, 0.205267, 0.319272, 1083578383, 5278.876871
gcc_O1,65536, 0.129698, 0.505295, 1083460022, 8353.687254
gcc_O1,65536, 0.129008, 0.508000, 1084780573, 8408.639565
gcc_O1,65536, 0.126966, 0.516171, 1084852998, 8544.464870
gcc_O1,65536, 0.126986, 0.516088, 1084756779, 8542.323064
gcc_O1,65536, 0.126888, 0.516486, 1084765715, 8548.993039
gcc_O1,65536, 0.126789, 0.516889, 1084853917, 8556.358650
gcc_O1,65536, 0.126657, 0.517427, 1084765822, 8564.562051
gcc_O1,65536, 0.128877, 0.508515, 1084788518, 8417.225466
gcc_O1,65536, 0.126966, 0.516170, 1084407399, 8540.927762
gcc_O1,65536, 0.129111, 0.507595, 1084418608, 8399.129836
gcc_O1,65536, 0.127982, 0.512073, 1084416596, 8473.213626
gcc_O1,65536, 0.128466, 0.510143, 1084434419, 8441.422541
gcc_O1,65536, 0.128046, 0.511814, 1084410114, 8468.877614
gcc_O1,65536, 0.126617, 0.517593, 1084417768, 8564.557381
gcc_O1,65536, 0.127958, 0.512168, 1084398177, 8474.640378
gcc_O1,65536, 0.129707, 0.505261, 1084422573, 8360.541445
gcc_O1,65536, 0.128919, 0.508348, 1083892977, 8407.519184
gcc_O1,65536, 0.126717, 0.517185, 1083874371, 8553.524481
gcc_O1,65536, 0.127778, 0.512891, 1083850860, 8482.317117
gcc_O1,65536, 0.126480, 0.518154, 1083839443, 8569.276091
gcc_O1,65536, 0.126536, 0.517925, 1083868348, 8565.709436
gcc_O1,65536, 0.128290, 0.510843, 1083861760, 8448.531568
gcc_O1,65536, 0.126634, 0.517523, 1083865573, 8559.034926
gcc_O1,65536, 0.127024, 0.515936, 1083872912, 8532.850310
gcc_O1,65536, 0.129479, 0.506152, 1084959223, 8379.423085
gcc_O1,65536, 0.129459, 0.506231, 1085004671, 8381.086170
gcc_O1,65536, 0.127271, 0.514932, 1084983247, 8524.970197
gcc_O1,65536, 0.130613, 0.501756, 1084976377, 8306.782779
gcc_O1,65536, 0.129706, 0.505265, 1084957460, 8364.725248
gcc_O1,65536, 0.128225, 0.511102, 1084927715, 8461.132162
gcc_O1,65536, 0.129192, 0.507275, 1084954241, 8397.980588
gcc_O1,65536, 0.127116, 0.515560, 1084754353, 8533.571888
gcc_O1,65536, 0.129255, 0.507030, 1084771289, 8392.512810
gcc_O1,65536, 0.128106, 0.511576, 1084748067, 8467.578308
gcc_O1,65536, 0.126794, 0.516868, 1084761518, 8555.274202
gcc_O1,65536, 0.128051, 0.511795, 1084767062, 8471.349697
gcc_O1,65536, 0.127117, 0.515557, 1084754343, 8533.518760
gcc_O1,65536, 0.126773, 0.516954, 1084775490, 8556.816456
gcc_O1,65536, 0.129290, 0.506893, 1084760439, 8390.160848
gcc_O1,65536, 0.126905, 0.516420, 1083522929, 8538.093904
gcc_O1,65536, 0.126856, 0.516618, 1083527545, 8541.416739
gcc_O1,65536, 0.126821, 0.516760, 1083535977, 8543.816241
gcc_O1,65536, 0.126826, 0.516739, 1083530068, 8543.428815
gcc_O1,65536, 0.131712, 0.497572, 1083604657, 8227.104337
gcc_O1,65536, 0.129179, 0.507326, 1083555107, 8387.989565
gcc_O1,65536, 0.126642, 0.517492, 1083515951, 8555.769401
gcc_O1,65536, 0.127449, 0.514215, 1083523515, 8501.649192
gcc_O1,65536, 0.129417, 0.506393, 1084270849, 8378.096383
gcc_O1,65536, 0.126684, 0.517320, 1084252066, 8558.735356
gcc_O1,65536, 0.128673, 0.509320, 1084266394, 8426.498799
gcc_O1,65536, 0.126926, 0.516330, 1084283237, 8542.608119
gcc_O1,65536, 0.129603, 0.505665, 1084270200, 8366.056622
gcc_O1,65536, 0.219586, 0.298452, 1084394992, 4938.355895
